id,lon,lat,taxonomy,number,structural,nonstructural,contents,retrofitting,day,night,transit,LandUse,GenOcc,OccClass,GenType,BldgType,BldEpoch,SSC_Zone,EqDesLev,SauidID,sauid,dauid,adauid,fsauid,csduid,csdname,cduid,cdname,SAC,eruid,ername,pruid,prname
1980865-COM1-W3-PC,-73.56971263,45.49325489,COM1-W3-PC,1,506033.33,825633.33,455430,514186.42,44.04,0.15,20.63,RES-HD,Commercial,COM1,Wood,W3,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980866-RES3D-W4-PC,-73.56971263,45.49325489,RES3D-W4-PC,1,470022,2141211.33,188008.8,229227.59,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W4,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980867-RES3C-W2-LC,-73.56971263,45.49325489,RES3C-W2-LC,1,228244.5,1039780.5,91297.8,138822.39,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,Wood,W2,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980868-RES3D-W2-MC,-73.56971263,45.49325489,RES3D-W2-MC,2,940044,4282422.67,376017.6,458455.18,10.25,43.73,28.65,RES-HD,Residential-HD,RES3D,Wood,W2,2005-2016,SSC-2,MC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980869-RES3D-W2-LC,-73.56971263,45.49325489,RES3D-W2-LC,1,470022,2141211.33,188008.8,229227.59,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W2,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980870-COM4-C2M-LC,-73.56971263,45.49325489,COM4-C2M-LC,1,3041520,4962480,2737368,584181.12,131.14,0.74,59.73,RES-HD,Commercial,COM4,Concrete,C2M,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980871-RES3C-W2-PC,-73.56971263,45.49325489,RES3C-W2-PC,1,228244.5,1039780.5,91297.8,138822.39,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,Wood,W2,1973-1989,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980872-RES3B-W4-LC,-73.56971263,45.49325489,RES3B-W4-LC,1,189031.5,861143.5,75612.6,112073.88,1.42,6.05,3.97,RES-HD,Residential-MD,RES3B,Wood,W4,1990-2004,SSC-2,LC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980873-RES3B-URML-PC,-73.56971263,45.49325489,RES3B-URML-PC,2,378063,1722287,151225.2,854154.38,2.84,12.11,7.93,RES-HD,Residential-MD,RES3B,URMasonry,URML,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980874-RES3D-W2-PC,-73.56971263,45.49325489,RES3D-W2-PC,1,470022,2141211.33,188008.8,873511.98,5.12,21.87,14.33,RES-HD,Residential-HD,RES3D,Wood,W2,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980875-COM4-S2L-PC,-73.56971263,45.49325489,COM4-S2L-PC,1,1236121,2016829,1112508.9,808382.3,26.91,0,12.26,RES-HD,Commercial,COM4,Steel,S2L,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980876-COM4-URMM-PC,-73.56971263,45.49325489,COM4-URMM-PC,1,3041520,4962480,2737368,2226124.72,131.14,0.74,59.73,RES-HD,Commercial,COM4,URMasonry,URMM,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980877-RES3C-W2-PC,-73.56971263,45.49325489,RES3C-W2-PC,2,456489,2079561,182595.6,1058014.17,6.38,27.24,17.85,RES-HD,Residential-MD,RES3C,Wood,W2,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980878-RES3C-W4-PC,-73.56971263,45.49325489,RES3C-W4-PC,1,228244.5,1039780.5,91297.8,529007.08,3.19,13.62,8.92,RES-HD,Residential-MD,RES3C,Wood,W4,Pre-1973,SSC-2,PC,24040883,24040883,24663453,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
1980555-COM4-C3L-PC,-73.55646531,45.49792226,COM4-C3L-PC,3,3708363,6050487,3337526.7,2215113.73,80.74,0,36.77,RES-HD,Commercial,COM4,Concrete,C3L,1973-1989,SSC-2,PC,24040876,24040876,24663442,24660143,H3C,2466023,Montréal,2466,Montréal,1,2440,Montréal,24,Quebec / Québec
