#,,,,,,,"generated_by='OpenQuake engine 3.12.0-gitf8d01fc', start_date='2021-04-26T19:36:09', checksum=1546346122, risk_investigation_time=1.0, kind='agg_curves-quantile-0.5'"
return_period,loss_value,loss_type,nation,SS_Region,prname,loss_ratio,annual_frequency_of_exceedence
250,1.14891E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.34995E-04,4.00000E-03
500,2.64229E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.10465E-04,2.00000E-03
1000,5.35353E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,6.29032E-04,1.00000E-03
2500,1.11652E+07,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.31189E-03,4.00000E-04
100,2.05156E-05,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,6.93030E-10,1.00000E-02
250,4.67921E-04,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.58067E-08,4.00000E-03
500,2.71118E-03,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,9.15855E-08,2.00000E-03
1000,9.75282E-03,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.29456E-07,1.00000E-03
2500,3.51722E-02,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.18814E-06,4.00000E-04
5,1.00321E+04,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.22454E-06,2.00000E-01
10,5.12518E+04,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.64735E-05,1.00000E-01
25,1.52891E+05,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,4.91428E-05,4.00000E-02
50,3.24418E+05,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.04275E-04,2.00000E-02
100,6.00131E+05,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.92896E-04,1.00000E-02
250,1.46696E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,4.71516E-04,4.00000E-03
500,2.88568E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,9.27526E-04,2.00000E-03
1000,4.84793E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.55824E-03,1.00000E-03
2500,9.08908E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.92144E-03,4.00000E-04
50,1.13006E+04,contents,Canada,West,Saskatchewan,1.98501E-07,2.00000E-02
100,2.24102E+05,contents,Canada,West,Saskatchewan,3.93646E-06,1.00000E-02
250,1.73957E+06,contents,Canada,West,Saskatchewan,3.05564E-05,4.00000E-03
500,5.23037E+06,contents,Canada,West,Saskatchewan,9.18739E-05,2.00000E-03
1000,1.34454E+07,contents,Canada,West,Saskatchewan,2.36175E-04,1.00000E-03
2500,4.12022E+07,contents,Canada,West,Saskatchewan,7.23736E-04,4.00000E-04
50,1.86325E+04,nonstructural,Canada,West,Saskatchewan,8.42666E-08,2.00000E-02
100,5.74755E+05,nonstructural,Canada,West,Saskatchewan,2.59936E-06,1.00000E-02
250,6.11508E+06,nonstructural,Canada,West,Saskatchewan,2.76558E-05,4.00000E-03
500,2.02573E+07,nonstructural,Canada,West,Saskatchewan,9.16148E-05,2.00000E-03
1000,5.50950E+07,nonstructural,Canada,West,Saskatchewan,2.49170E-04,1.00000E-03
2500,1.52889E+08,nonstructural,Canada,West,Saskatchewan,6.91449E-04,4.00000E-04
100,6.81674E-05,occupants,Canada,West,Saskatchewan,6.03109E-11,1.00000E-02
250,1.95146E-02,occupants,Canada,West,Saskatchewan,1.72654E-08,4.00000E-03
500,1.93597E-01,occupants,Canada,West,Saskatchewan,1.71285E-07,2.00000E-03
1000,9.03075E-01,occupants,Canada,West,Saskatchewan,7.98993E-07,1.00000E-03
2500,3.77524E+00,occupants,Canada,West,Saskatchewan,3.34013E-06,4.00000E-04
25,1.29738E+03,structural,Canada,West,Saskatchewan,1.53965E-08,4.00000E-02
50,7.90801E+05,structural,Canada,West,Saskatchewan,9.38476E-06,2.00000E-02
100,8.99593E+06,structural,Canada,West,Saskatchewan,1.06758E-04,1.00000E-02
250,4.47751E+07,structural,Canada,West,Saskatchewan,5.31364E-04,4.00000E-03
500,9.93553E+07,structural,Canada,West,Saskatchewan,1.17909E-03,2.00000E-03
1000,1.57517E+08,structural,Canada,West,Saskatchewan,1.86932E-03,1.00000E-03
2500,2.79585E+08,structural,Canada,West,Saskatchewan,3.31795E-03,4.00000E-04
5,1.84662E+04,contents,Canada,West,Yukon,1.02779E-05,2.00000E-01
10,5.94326E+04,contents,Canada,West,Yukon,3.30790E-05,1.00000E-01
25,2.13462E+05,contents,Canada,West,Yukon,1.18809E-04,4.00000E-02
50,5.19780E+05,contents,Canada,West,Yukon,2.89299E-04,2.00000E-02
100,1.26910E+06,contents,Canada,West,Yukon,7.06354E-04,1.00000E-02
250,3.25421E+06,contents,Canada,West,Yukon,1.81123E-03,4.00000E-03
500,5.96084E+06,contents,Canada,West,Yukon,3.31768E-03,2.00000E-03
1000,1.17500E+07,contents,Canada,West,Yukon,6.53982E-03,1.00000E-03
2500,2.59242E+07,contents,Canada,West,Yukon,1.44289E-02,4.00000E-04
5,4.72280E+04,nonstructural,Canada,West,Yukon,5.90593E-06,2.00000E-01
10,2.04854E+05,nonstructural,Canada,West,Yukon,2.56173E-05,1.00000E-01
25,9.48727E+05,nonstructural,Canada,West,Yukon,1.18640E-04,4.00000E-02
50,2.53424E+06,nonstructural,Canada,West,Yukon,3.16911E-04,2.00000E-02
100,5.78349E+06,nonstructural,Canada,West,Yukon,7.23235E-04,1.00000E-02
250,1.50723E+07,nonstructural,Canada,West,Yukon,1.88481E-03,4.00000E-03
500,2.79785E+07,nonstructural,Canada,West,Yukon,3.49876E-03,2.00000E-03
1000,5.12352E+07,nonstructural,Canada,West,Yukon,6.40704E-03,1.00000E-03
2500,1.15593E+08,nonstructural,Canada,West,Yukon,1.44551E-02,4.00000E-04
10,5.26058E-05,occupants,Canada,West,Yukon,1.36735E-09,1.00000E-01
25,2.56237E-03,occupants,Canada,West,Yukon,6.66021E-08,4.00000E-02
50,1.63554E-02,occupants,Canada,West,Yukon,4.25116E-07,2.00000E-02
100,8.08427E-02,occupants,Canada,West,Yukon,2.10129E-06,1.00000E-02
250,4.34971E-01,occupants,Canada,West,Yukon,1.13059E-05,4.00000E-03
500,1.09004E+00,occupants,Canada,West,Yukon,2.83326E-05,2.00000E-03
1000,1.74532E+00,occupants,Canada,West,Yukon,4.53651E-05,1.00000E-03
2500,5.43227E+00,occupants,Canada,West,Yukon,1.41198E-04,4.00000E-04
5,3.85056E+05,structural,Canada,West,Yukon,1.39605E-04,2.00000E-01
10,1.18324E+06,structural,Canada,West,Yukon,4.28993E-04,1.00000E-01
25,3.12458E+06,structural,Canada,West,Yukon,1.13284E-03,4.00000E-02
50,5.45287E+06,structural,Canada,West,Yukon,1.97697E-03,2.00000E-02
100,8.84711E+06,structural,Canada,West,Yukon,3.20758E-03,1.00000E-02
250,1.58403E+07,structural,Canada,West,Yukon,5.74303E-03,4.00000E-03
500,2.49314E+07,structural,Canada,West,Yukon,9.03906E-03,2.00000E-03
1000,3.95377E+07,structural,Canada,West,Yukon,1.43347E-02,1.00000E-03
2500,7.73013E+07,structural,Canada,West,Yukon,2.80261E-02,4.00000E-04
50,1.96734E+01,contents,Canada,East,Manitoba,5.99373E-09,2.00000E-02
100,4.66625E+03,contents,Canada,East,Manitoba,1.42163E-06,1.00000E-02
250,7.50634E+04,contents,Canada,East,Manitoba,2.28689E-05,4.00000E-03
500,2.31036E+05,contents,Canada,East,Manitoba,7.03879E-05,2.00000E-03
1000,6.35304E+05,contents,Canada,East,Manitoba,1.93553E-04,1.00000E-03
2500,2.02522E+06,contents,Canada,East,Manitoba,6.17006E-04,4.00000E-04
50,6.26430E+01,nonstructural,Canada,East,Manitoba,4.60695E-09,2.00000E-02
100,1.08357E+04,nonstructural,Canada,East,Manitoba,7.96889E-07,1.00000E-02
250,1.71430E+05,nonstructural,Canada,East,Manitoba,1.26075E-05,4.00000E-03
500,6.73064E+05,nonstructural,Canada,East,Manitoba,4.94991E-05,2.00000E-03
1000,2.12145E+06,nonstructural,Canada,East,Manitoba,1.56018E-04,1.00000E-03
2500,7.24148E+06,nonstructural,Canada,East,Manitoba,5.32560E-04,4.00000E-04
500,9.22342E-05,occupants,Canada,East,Manitoba,9.94139E-10,2.00000E-03
1000,2.40863E-03,occupants,Canada,East,Manitoba,2.59612E-08,1.00000E-03
2500,3.39740E-02,occupants,Canada,East,Manitoba,3.66185E-07,4.00000E-04
50,1.66808E+03,structural,Canada,East,Manitoba,3.40960E-07,2.00000E-02
100,2.32225E+05,structural,Canada,East,Manitoba,4.74673E-05,1.00000E-02
250,1.80305E+06,structural,Canada,East,Manitoba,3.68548E-04,4.00000E-03
500,3.69187E+06,structural,Canada,East,Manitoba,7.54626E-04,2.00000E-03
1000,6.40331E+06,structural,Canada,East,Manitoba,1.30885E-03,1.00000E-03
2500,1.10134E+07,structural,Canada,East,Manitoba,2.25117E-03,4.00000E-04
10,1.92083E+03,contents,Canada,East,New Brunswick / Nouveau-Brunswick,8.69393E-08,1.00000E-01
25,1.20162E+05,contents,Canada,East,New Brunswick / Nouveau-Brunswick,5.43867E-06,4.00000E-02
50,6.18155E+05,contents,Canada,East,New Brunswick / Nouveau-Brunswick,2.79784E-05,2.00000E-02
100,1.99308E+06,contents,Canada,East,New Brunswick / Nouveau-Brunswick,9.02094E-05,1.00000E-02
250,7.40272E+06,contents,Canada,East,New Brunswick / Nouveau-Brunswick,3.35056E-04,4.00000E-03
500,1.81001E+07,contents,Canada,East,New Brunswick / Nouveau-Brunswick,8.19231E-04,2.00000E-03
1000,3.65525E+07,contents,Canada,East,New Brunswick / Nouveau-Brunswick,1.65441E-03,1.00000E-03
2500,8.70691E+07,contents,Canada,East,New Brunswick / Nouveau-Brunswick,3.94085E-03,4.00000E-04
10,2.72511E+03,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,2.81022E-08,1.00000E-01
25,2.14498E+05,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,2.21198E-06,4.00000E-02
50,1.51568E+06,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,1.56302E-05,2.00000E-02
100,6.57733E+06,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,6.78276E-05,1.00000E-02
250,2.89120E+07,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,2.98150E-04,4.00000E-03
500,7.97416E+07,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,8.22321E-04,2.00000E-03
1000,1.49780E+08,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,1.54458E-03,1.00000E-03
2500,3.90919E+08,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,4.03129E-03,4.00000E-04
50,8.66823E-04,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,1.15002E-09,2.00000E-02
100,2.75850E-02,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,3.65971E-08,1.00000E-02
250,5.40291E-01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,7.16807E-07,4.00000E-03
500,2.25211E+00,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,2.98789E-06,2.00000E-03
1000,6.01719E+00,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,7.98304E-06,1.00000E-03
2500,1.80776E+01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,2.39837E-05,4.00000E-04
10,1.37680E+05,structural,Canada,East,New Brunswick / Nouveau-Brunswick,4.02830E-06,1.00000E-01
25,5.22587E+06,structural,Canada,East,New Brunswick / Nouveau-Brunswick,1.52901E-04,4.00000E-02
50,1.95614E+07,structural,Canada,East,New Brunswick / Nouveau-Brunswick,5.72338E-04,2.00000E-02
100,4.23224E+07,structural,Canada,East,New Brunswick / Nouveau-Brunswick,1.23829E-03,1.00000E-02
250,8.76722E+07,structural,Canada,East,New Brunswick / Nouveau-Brunswick,2.56516E-03,4.00000E-03
500,1.37660E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,4.02772E-03,2.00000E-03
1000,2.06766E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,6.04968E-03,1.00000E-03
2500,3.38428E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,9.90189E-03,4.00000E-04
25,1.44394E+04,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,5.24832E-07,4.00000E-02
50,1.02072E+05,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,3.71001E-06,2.00000E-02
100,4.32748E+05,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.57292E-05,1.00000E-02
250,1.61003E+06,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,5.85200E-05,4.00000E-03
500,3.92462E+06,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.42649E-04,2.00000E-03
1000,8.97983E+06,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,3.26391E-04,1.00000E-03
2500,3.15664E+07,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.14735E-03,4.00000E-04
25,2.45703E+04,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.03659E-07,4.00000E-02
50,1.87924E+05,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.55767E-06,2.00000E-02
100,9.55079E+05,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,7.91649E-06,1.00000E-02
250,4.79306E+06,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.97288E-05,4.00000E-03
500,1.48186E+07,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.22829E-04,2.00000E-03
1000,4.19176E+07,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.47448E-04,1.00000E-03
2500,1.43161E+08,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.18664E-03,4.00000E-04
100,1.11512E-05,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,1.20548E-11,1.00000E-02
250,2.94819E-03,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,3.18709E-09,4.00000E-03
500,3.56513E-02,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,3.85403E-08,2.00000E-03
1000,3.14944E-01,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,3.40465E-07,1.00000E-03
2500,2.25196E+00,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,2.43444E-06,4.00000E-04
25,1.21801E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.86805E-05,4.00000E-02
50,6.14533E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.44705E-04,2.00000E-02
100,1.93496E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.55627E-04,1.00000E-02
250,5.01915E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.18187E-03,4.00000E-03
500,8.68559E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.04521E-03,2.00000E-03
1000,1.33395E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.14108E-03,1.00000E-03
2500,2.39781E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,5.64616E-03,4.00000E-04
1000,4.43846E+02,contents,Canada,East,Nunavut,1.27277E-05,1.00000E-03
2500,1.57009E+03,contents,Canada,East,Nunavut,4.50241E-05,4.00000E-04
1000,4.35916E+02,nonstructural,Canada,East,Nunavut,3.19677E-06,1.00000E-03
2500,3.57143E+03,nonstructural,Canada,East,Nunavut,2.61909E-05,4.00000E-04
1000,4.35569E+04,structural,Canada,East,Nunavut,1.18607E-03,1.00000E-03
2500,7.24627E+04,structural,Canada,East,Nunavut,1.97318E-03,4.00000E-04
10,1.85321E+05,contents,Canada,East,Ontario,4.29742E-07,1.00000E-01
25,4.50198E+06,contents,Canada,East,Ontario,1.04397E-05,4.00000E-02
50,2.09529E+07,contents,Canada,East,Ontario,4.85879E-05,2.00000E-02
100,7.29421E+07,contents,Canada,East,Ontario,1.69146E-04,1.00000E-02
250,2.82465E+08,contents,Canada,East,Ontario,6.55012E-04,4.00000E-03
500,6.51309E+08,contents,Canada,East,Ontario,1.51033E-03,2.00000E-03
1000,1.31046E+09,contents,Canada,East,Ontario,3.03884E-03,1.00000E-03
2500,3.11565E+09,contents,Canada,East,Ontario,7.22492E-03,4.00000E-04
10,3.26580E+05,nonstructural,Canada,East,Ontario,1.80907E-07,1.00000E-01
25,9.53478E+06,nonstructural,Canada,East,Ontario,5.28172E-06,4.00000E-02
50,5.57152E+07,nonstructural,Canada,East,Ontario,3.08630E-05,2.00000E-02
100,2.27558E+08,nonstructural,Canada,East,Ontario,1.26054E-04,1.00000E-02
250,1.09007E+09,nonstructural,Canada,East,Ontario,6.03838E-04,4.00000E-03
500,2.81816E+09,nonstructural,Canada,East,Ontario,1.56110E-03,2.00000E-03
1000,5.65468E+09,nonstructural,Canada,East,Ontario,3.13237E-03,1.00000E-03
2500,1.40098E+10,nonstructural,Canada,East,Ontario,7.76063E-03,4.00000E-04
25,2.09296E-03,occupants,Canada,East,Ontario,1.53882E-10,4.00000E-02
50,1.90819E-01,occupants,Canada,East,Ontario,1.40297E-08,2.00000E-02
100,1.95356E+00,occupants,Canada,East,Ontario,1.43633E-07,1.00000E-02
250,1.80936E+01,occupants,Canada,East,Ontario,1.33031E-06,4.00000E-03
500,7.15700E+01,occupants,Canada,East,Ontario,5.26209E-06,2.00000E-03
1000,1.91552E+02,occupants,Canada,East,Ontario,1.40836E-05,1.00000E-03
2500,5.77697E+02,occupants,Canada,East,Ontario,4.24744E-05,4.00000E-04
10,4.70525E+06,structural,Canada,East,Ontario,7.15899E-06,1.00000E-01
