#,,,,,,,"generated_by='OpenQuake engine 3.12.0-gitf8d01fc', start_date='2021-04-26T19:36:09', checksum=1546346122, risk_investigation_time=1.0, kind='agg_curves-quantile-0.95'"
return_period,loss_value,loss_type,nation,SS_Region,prname,loss_ratio,annual_frequency_of_exceedence
10,2.71392E+08,structural,Canada,West,British Columbia / Colombie-Britannique,8.63103E-04,1.00000E-01
25,7.98245E+08,structural,Canada,West,British Columbia / Colombie-Britannique,2.53865E-03,4.00000E-02
50,1.68093E+09,structural,Canada,West,British Columbia / Colombie-Britannique,5.34583E-03,2.00000E-02
100,3.38064E+09,structural,Canada,West,British Columbia / Colombie-Britannique,1.07514E-02,1.00000E-02
250,7.82209E+09,structural,Canada,West,British Columbia / Colombie-Britannique,2.48765E-02,4.00000E-03
500,1.30220E+10,structural,Canada,West,British Columbia / Colombie-Britannique,4.14137E-02,2.00000E-03
1000,1.81884E+10,structural,Canada,West,British Columbia / Colombie-Britannique,5.78442E-02,1.00000E-03
2500,2.59707E+10,structural,Canada,West,British Columbia / Colombie-Britannique,8.25941E-02,4.00000E-04
10,3.06925E+03,contents,Canada,West,Alberta,2.15822E-08,1.00000E-01
25,2.46876E+05,contents,Canada,West,Alberta,1.73597E-06,4.00000E-02
50,1.54536E+06,contents,Canada,West,Alberta,1.08666E-05,2.00000E-02
100,7.26572E+06,contents,Canada,West,Alberta,5.10907E-05,1.00000E-02
250,4.07017E+07,contents,Canada,West,Alberta,2.86204E-04,4.00000E-03
500,1.05804E+08,contents,Canada,West,Alberta,7.43988E-04,2.00000E-03
1000,2.37498E+08,contents,Canada,West,Alberta,1.67002E-03,1.00000E-03
2500,5.90778E+08,contents,Canada,West,Alberta,4.15420E-03,4.00000E-04
10,5.88315E+03,nonstructural,Canada,West,Alberta,9.91019E-09,1.00000E-01
25,6.51582E+05,nonstructural,Canada,West,Alberta,1.09759E-06,4.00000E-02
50,4.63416E+06,nonstructural,Canada,West,Alberta,7.80626E-06,2.00000E-02
100,2.63649E+07,nonstructural,Canada,West,Alberta,4.44118E-05,1.00000E-02
250,1.62787E+08,nonstructural,Canada,West,Alberta,2.74215E-04,4.00000E-03
500,4.38899E+08,nonstructural,Canada,West,Alberta,7.39327E-04,2.00000E-03
1000,9.78413E+08,nonstructural,Canada,West,Alberta,1.64814E-03,1.00000E-03
2500,2.70421E+09,nonstructural,Canada,West,Alberta,4.55525E-03,4.00000E-04
25,9.89203E-05,occupants,Canada,West,Alberta,2.49912E-11,4.00000E-02
50,1.07298E-02,occupants,Canada,West,Alberta,2.71078E-09,2.00000E-02
100,2.46283E-01,occupants,Canada,West,Alberta,6.22211E-08,1.00000E-02
250,3.73579E+00,occupants,Canada,West,Alberta,9.43810E-07,4.00000E-03
500,1.20537E+01,occupants,Canada,West,Alberta,3.04525E-06,2.00000E-03
1000,3.55530E+01,occupants,Canada,West,Alberta,8.98212E-06,1.00000E-03
2500,9.61605E+01,occupants,Canada,West,Alberta,2.42940E-05,4.00000E-04
10,3.04102E+05,structural,Canada,West,Alberta,1.40650E-06,1.00000E-01
25,9.47500E+06,structural,Canada,West,Alberta,4.38227E-05,4.00000E-02
50,4.29729E+07,structural,Canada,West,Alberta,1.98754E-04,2.00000E-02
100,1.40274E+08,structural,Canada,West,Alberta,6.48778E-04,1.00000E-02
250,4.20089E+08,structural,Canada,West,Alberta,1.94295E-03,4.00000E-03
500,7.52303E+08,structural,Canada,West,Alberta,3.47947E-03,2.00000E-03
1000,1.21065E+09,structural,Canada,West,Alberta,5.59937E-03,1.00000E-03
2500,2.39171E+09,structural,Canada,West,Alberta,1.10619E-02,4.00000E-04
25,9.64640E+01,contents,Canada,West,Manitoba,2.53707E-09,4.00000E-02
50,1.23895E+05,contents,Canada,West,Manitoba,3.25852E-06,2.00000E-02
100,1.63184E+06,contents,Canada,West,Manitoba,4.29185E-05,1.00000E-02
250,9.91731E+06,contents,Canada,West,Manitoba,2.60832E-04,4.00000E-03
500,2.24748E+07,contents,Canada,West,Manitoba,5.91103E-04,2.00000E-03
1000,5.88589E+07,contents,Canada,West,Manitoba,1.54803E-03,1.00000E-03
2500,1.28013E+08,contents,Canada,West,Manitoba,3.36683E-03,4.00000E-04
25,2.63061E+02,nonstructural,Canada,West,Manitoba,1.56338E-09,4.00000E-02
50,2.15703E+05,nonstructural,Canada,West,Manitoba,1.28193E-06,2.00000E-02
100,3.31808E+06,nonstructural,Canada,West,Manitoba,1.97194E-05,1.00000E-02
250,2.91396E+07,nonstructural,Canada,West,Manitoba,1.73177E-04,4.00000E-03
500,8.01562E+07,nonstructural,Canada,West,Manitoba,4.76370E-04,2.00000E-03
1000,2.42978E+08,nonstructural,Canada,West,Manitoba,1.44402E-03,1.00000E-03
2500,5.98879E+08,nonstructural,Canada,West,Manitoba,3.55915E-03,4.00000E-04
100,3.71717E-05,occupants,Canada,West,Manitoba,3.32211E-11,1.00000E-02
250,3.36979E-02,occupants,Canada,West,Manitoba,3.01165E-08,4.00000E-03
500,3.74397E-01,occupants,Canada,West,Manitoba,3.34606E-07,2.00000E-03
1000,2.18720E+00,occupants,Canada,West,Manitoba,1.95474E-06,1.00000E-03
2500,9.19165E+00,occupants,Canada,West,Manitoba,8.21476E-06,4.00000E-04
25,7.90242E+03,structural,Canada,West,Manitoba,1.32065E-07,4.00000E-02
50,3.20596E+06,structural,Canada,West,Manitoba,5.35779E-05,2.00000E-02
100,3.18249E+07,structural,Canada,West,Manitoba,5.31855E-04,1.00000E-02
250,1.26781E+08,structural,Canada,West,Manitoba,2.11875E-03,4.00000E-03
500,2.07152E+08,structural,Canada,West,Manitoba,3.46190E-03,2.00000E-03
1000,3.62895E+08,structural,Canada,West,Manitoba,6.06468E-03,1.00000E-03
2500,5.86727E+08,structural,Canada,West,Manitoba,9.80536E-03,4.00000E-04
5,1.75576E+02,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,7.88053E-08,2.00000E-01
10,9.53096E+02,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,4.27785E-07,1.00000E-01
25,5.51878E+03,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.47704E-06,4.00000E-02
50,2.23361E+04,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.00253E-05,2.00000E-02
100,8.62667E+04,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.87197E-05,1.00000E-02
250,3.29546E+05,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.47913E-04,4.00000E-03
500,6.99223E+05,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.13838E-04,2.00000E-03
1000,1.36172E+06,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,6.11192E-04,1.00000E-03
2500,2.68528E+06,contents,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.20526E-03,4.00000E-04
5,6.76111E+02,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,7.94420E-08,2.00000E-01
10,4.90518E+03,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,5.76352E-07,1.00000E-01
25,4.58922E+04,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,5.39226E-06,4.00000E-02
50,1.89590E+05,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.22765E-05,2.00000E-02
100,6.10346E+05,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,7.17148E-05,1.00000E-02
250,2.21140E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.59836E-04,4.00000E-03
500,4.80629E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,5.64732E-04,2.00000E-03
1000,8.85117E+06,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.04000E-03,1.00000E-03
2500,1.84576E+07,nonstructural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.16875E-03,4.00000E-04
50,2.64558E-06,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,8.93694E-11,2.00000E-02
100,9.71992E-05,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.28345E-09,1.00000E-02
250,1.67862E-03,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,5.67049E-08,4.00000E-03
500,8.46760E-03,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.86041E-07,2.00000E-03
1000,2.28042E-02,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,7.70340E-07,1.00000E-03
2500,8.32757E-02,occupants,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.81311E-06,4.00000E-04
5,2.03611E+04,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,6.54454E-06,2.00000E-01
10,6.96929E+04,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.24009E-05,1.00000E-01
25,2.21157E+05,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,7.10850E-05,4.00000E-02
50,4.68365E+05,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.50544E-04,2.00000E-02
100,1.03467E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,3.32569E-04,1.00000E-02
250,2.86838E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,9.21965E-04,4.00000E-03
500,5.22442E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,1.67925E-03,2.00000E-03
1000,8.98539E+06,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,2.88812E-03,1.00000E-03
2500,1.29784E+07,structural,Canada,West,Northwest Territories / Territoires du Nord-Ouest,4.17157E-03,4.00000E-04
25,6.35790E+03,contents,Canada,West,Saskatchewan,1.11679E-07,4.00000E-02
50,3.11794E+05,contents,Canada,West,Saskatchewan,5.47680E-06,2.00000E-02
100,1.92939E+06,contents,Canada,West,Saskatchewan,3.38907E-05,1.00000E-02
250,1.17717E+07,contents,Canada,West,Saskatchewan,2.06776E-04,4.00000E-03
500,3.96134E+07,contents,Canada,West,Saskatchewan,6.95828E-04,2.00000E-03
1000,1.02078E+08,contents,Canada,West,Saskatchewan,1.79304E-03,1.00000E-03
2500,2.25317E+08,contents,Canada,West,Saskatchewan,3.95779E-03,4.00000E-04
25,9.94331E+03,nonstructural,Canada,West,Saskatchewan,4.49692E-08,4.00000E-02
50,7.45683E+05,nonstructural,Canada,West,Saskatchewan,3.37239E-06,2.00000E-02
100,6.59575E+06,nonstructural,Canada,West,Saskatchewan,2.98297E-05,1.00000E-02
250,4.71829E+07,nonstructural,Canada,West,Saskatchewan,2.13387E-04,4.00000E-03
500,1.72467E+08,nonstructural,Canada,West,Saskatchewan,7.79990E-04,2.00000E-03
1000,4.21908E+08,nonstructural,Canada,West,Saskatchewan,1.90810E-03,1.00000E-03
2500,9.16286E+08,nonstructural,Canada,West,Saskatchewan,4.14396E-03,4.00000E-04
50,8.09578E-05,occupants,Canada,West,Saskatchewan,7.16272E-11,2.00000E-02
100,1.81321E-02,occupants,Canada,West,Saskatchewan,1.60423E-08,1.00000E-02
250,4.90946E-01,occupants,Canada,West,Saskatchewan,4.34363E-07,4.00000E-03
500,2.94757E+00,occupants,Canada,West,Saskatchewan,2.60786E-06,2.00000E-03
1000,1.04256E+01,occupants,Canada,West,Saskatchewan,9.22400E-06,1.00000E-03
2500,3.02987E+01,occupants,Canada,West,Saskatchewan,2.68067E-05,4.00000E-04
25,5.13403E+05,structural,Canada,West,Saskatchewan,6.09277E-06,4.00000E-02
50,1.35162E+07,structural,Canada,West,Saskatchewan,1.60402E-04,2.00000E-02
100,5.48518E+07,structural,Canada,West,Saskatchewan,6.50949E-04,1.00000E-02
250,1.67475E+08,structural,Canada,West,Saskatchewan,1.98750E-03,4.00000E-03
500,3.28080E+08,structural,Canada,West,Saskatchewan,3.89346E-03,2.00000E-03
1000,5.47468E+08,structural,Canada,West,Saskatchewan,6.49703E-03,1.00000E-03
2500,9.11905E+08,structural,Canada,West,Saskatchewan,1.08220E-02,4.00000E-04
5,2.99666E+04,contents,Canada,West,Yukon,1.66788E-05,2.00000E-01
10,9.76575E+04,contents,Canada,West,Yukon,5.43542E-05,1.00000E-01
25,3.98394E+05,contents,Canada,West,Yukon,2.21738E-04,4.00000E-02
50,1.03602E+06,contents,Canada,West,Yukon,5.76626E-04,2.00000E-02
100,2.39803E+06,contents,Canada,West,Yukon,1.33470E-03,1.00000E-02
250,6.27199E+06,contents,Canada,West,Yukon,3.49087E-03,4.00000E-03
500,1.15884E+07,contents,Canada,West,Yukon,6.44987E-03,2.00000E-03
1000,1.83884E+07,contents,Canada,West,Yukon,1.02346E-02,1.00000E-03
2500,3.83355E+07,contents,Canada,West,Yukon,2.13368E-02,4.00000E-04
5,8.98946E+04,nonstructural,Canada,West,Yukon,1.12415E-05,2.00000E-01
10,3.98156E+05,nonstructural,Canada,West,Yukon,4.97901E-05,1.00000E-01
25,2.00929E+06,nonstructural,Canada,West,Yukon,2.51265E-04,4.00000E-02
50,5.18365E+06,nonstructural,Canada,West,Yukon,6.48223E-04,2.00000E-02
100,1.13456E+07,nonstructural,Canada,West,Yukon,1.41878E-03,1.00000E-02
250,2.89299E+07,nonstructural,Canada,West,Yukon,3.61773E-03,4.00000E-03
500,5.34553E+07,nonstructural,Canada,West,Yukon,6.68467E-03,2.00000E-03
1000,8.17659E+07,nonstructural,Canada,West,Yukon,1.02250E-02,1.00000E-03
2500,1.72813E+08,nonstructural,Canada,West,Yukon,2.16105E-02,4.00000E-04
5,1.38405E-06,occupants,Canada,West,Yukon,3.59746E-11,2.00000E-01
10,2.96507E-04,occupants,Canada,West,Yukon,7.70691E-09,1.00000E-01
25,8.11836E-03,occupants,Canada,West,Yukon,2.11015E-07,4.00000E-02
50,4.90286E-02,occupants,Canada,West,Yukon,1.27437E-06,2.00000E-02
100,2.03106E-01,occupants,Canada,West,Yukon,5.27921E-06,1.00000E-02
250,8.91863E-01,occupants,Canada,West,Yukon,2.31816E-05,4.00000E-03
500,1.74801E+00,occupants,Canada,West,Yukon,4.54348E-05,2.00000E-03
1000,2.77432E+00,occupants,Canada,West,Yukon,7.21111E-05,1.00000E-03
2500,1.03344E+01,occupants,Canada,West,Yukon,2.68615E-04,4.00000E-04
5,5.91886E+05,structural,Canada,West,Yukon,2.14592E-04,2.00000E-01
10,1.57788E+06,structural,Canada,West,Yukon,5.72071E-04,1.00000E-01
25,3.99785E+06,structural,Canada,West,Yukon,1.44945E-03,4.00000E-02
50,7.51931E+06,structural,Canada,West,Yukon,2.72618E-03,2.00000E-02
100,1.29730E+07,structural,Canada,West,Yukon,4.70344E-03,1.00000E-02
250,2.50830E+07,structural,Canada,West,Yukon,9.09403E-03,4.00000E-03
500,4.02426E+07,structural,Canada,West,Yukon,1.45902E-02,2.00000E-03
1000,6.06270E+07,structural,Canada,West,Yukon,2.19807E-02,1.00000E-03
2500,1.11622E+08,structural,Canada,West,Yukon,4.04694E-02,4.00000E-04
25,1.42235E+02,contents,Canada,East,Manitoba,4.33335E-08,4.00000E-02
50,2.01061E+04,contents,Canada,East,Manitoba,6.12556E-06,2.00000E-02
100,1.37545E+05,contents,Canada,East,Manitoba,4.19046E-05,1.00000E-02
250,7.44768E+05,contents,Canada,East,Manitoba,2.26902E-04,4.00000E-03
500,1.87734E+06,contents,Canada,East,Manitoba,5.71952E-04,2.00000E-03
1000,3.82440E+06,contents,Canada,East,Manitoba,1.16515E-03,1.00000E-03
2500,1.11777E+07,contents,Canada,East,Manitoba,3.40543E-03,4.00000E-04
25,3.88401E+02,nonstructural,Canada,East,Manitoba,2.85641E-08,4.00000E-02
50,4.39316E+04,nonstructural,Canada,East,Manitoba,3.23086E-06,2.00000E-02
100,3.37902E+05,nonstructural,Canada,East,Manitoba,2.48503E-05,1.00000E-02
250,2.41771E+06,nonstructural,Canada,East,Manitoba,1.77806E-04,4.00000E-03
500,7.16915E+06,nonstructural,Canada,East,Manitoba,5.27241E-04,2.00000E-03
1000,1.66200E+07,nonstructural,Canada,East,Manitoba,1.22228E-03,1.00000E-03
2500,4.98725E+07,nonstructural,Canada,East,Manitoba,3.66777E-03,4.00000E-04
100,2.25362E-07,occupants,Canada,East,Manitoba,2.42904E-12,1.00000E-02
250,2.05137E-03,occupants,Canada,East,Manitoba,2.21105E-08,4.00000E-03
500,2.79550E-02,occupants,Canada,East,Manitoba,3.01310E-07,2.00000E-03
1000,1.63302E-01,occupants,Canada,East,Manitoba,1.76014E-06,1.00000E-03
2500,9.21310E-01,occupants,Canada,East,Manitoba,9.93026E-06,4.00000E-04
25,1.42459E+04,structural,Canada,East,Manitoba,2.91190E-06,4.00000E-02
50,7.46256E+05,structural,Canada,East,Manitoba,1.52536E-04,2.00000E-02
100,2.70732E+06,structural,Canada,East,Manitoba,5.53382E-04,1.00000E-02
250,7.59432E+06,structural,Canada,East,Manitoba,1.55230E-03,4.00000E-03
500,1.26692E+07,structural,Canada,East,Manitoba,2.58961E-03,2.00000E-03
1000,2.06253E+07,structural,Canada,East,Manitoba,4.21585E-03,1.00000E-03
2500,3.91847E+07,structural,Canada,East,Manitoba,8.00944E-03,4.00000E-04
5,1.72462E+04,contents,Canada,East,New Brunswick / Nouveau-Brunswick,7.80582E-07,2.00000E-01
10,3.24182E+05,contents,Canada,East,New Brunswick / Nouveau-Brunswick,1.46729E-05,1.00000E-01
25,2.62260E+06,contents,Canada,East,New Brunswick / Nouveau-Brunswick,1.18702E-04,4.00000E-02
50,8.47708E+06,contents,Canada,East,New Brunswick / Nouveau-Brunswick,3.83683E-04,2.00000E-02
100,2.46522E+07,contents,Canada,East,New Brunswick / Nouveau-Brunswick,1.11579E-03,1.00000E-02
250,8.39808E+07,contents,Canada,East,New Brunswick / Nouveau-Brunswick,3.80107E-03,4.00000E-03
500,1.75460E+08,contents,Canada,East,New Brunswick / Nouveau-Brunswick,7.94155E-03,2.00000E-03
1000,3.21969E+08,contents,Canada,East,New Brunswick / Nouveau-Brunswick,1.45727E-02,1.00000E-03
2500,7.04380E+08,contents,Canada,East,New Brunswick / Nouveau-Brunswick,3.18811E-02,4.00000E-04
5,2.50077E+04,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,2.57888E-07,2.00000E-01
10,6.19995E+05,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,6.39360E-06,1.00000E-01
25,8.35795E+06,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,8.61899E-05,4.00000E-02
50,3.40291E+07,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,3.50920E-04,2.00000E-02
100,1.09010E+08,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,1.12415E-03,1.00000E-02
250,3.76243E+08,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,3.87994E-03,4.00000E-03
500,7.50387E+08,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,7.73824E-03,2.00000E-03
1000,1.36703E+09,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,1.40972E-02,1.00000E-03
2500,2.97043E+09,nonstructural,Canada,East,New Brunswick / Nouveau-Brunswick,3.06320E-02,4.00000E-04
10,1.28181E-05,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,1.70058E-11,1.00000E-01
25,2.63746E-02,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,3.49914E-08,4.00000E-02
50,3.64574E-01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,4.83681E-07,2.00000E-02
100,2.35665E+00,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,3.12658E-06,1.00000E-02
250,1.28686E+01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,1.70729E-05,4.00000E-03
500,3.31255E+01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,4.39478E-05,2.00000E-03
1000,7.06879E+01,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,9.37820E-05,1.00000E-03
2500,1.56038E+02,occupants,Canada,East,New Brunswick / Nouveau-Brunswick,2.07016E-04,4.00000E-04
5,1.00412E+06,structural,Canada,East,New Brunswick / Nouveau-Brunswick,2.93790E-05,2.00000E-01
10,1.30192E+07,structural,Canada,East,New Brunswick / Nouveau-Brunswick,3.80921E-04,1.00000E-01
25,5.60102E+07,structural,Canada,East,New Brunswick / Nouveau-Brunswick,1.63878E-03,4.00000E-02
50,1.10326E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,3.22796E-03,2.00000E-02
100,1.87770E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,5.49387E-03,1.00000E-02
250,3.80898E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,1.11445E-02,4.00000E-03
500,6.10761E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,1.78699E-02,2.00000E-03
1000,9.55415E+08,structural,Canada,East,New Brunswick / Nouveau-Brunswick,2.79540E-02,1.00000E-03
2500,1.89849E+09,structural,Canada,East,New Brunswick / Nouveau-Brunswick,5.55469E-02,4.00000E-04
5,5.90556E+02,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,2.14650E-08,2.00000E-01
10,3.40470E+04,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.23751E-06,1.00000E-01
25,4.10862E+05,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.49336E-05,4.00000E-02
50,1.49593E+06,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,5.43726E-05,2.00000E-02
100,5.95665E+06,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,2.16507E-04,1.00000E-02
250,3.15220E+07,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.14573E-03,4.00000E-03
500,1.14413E+08,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,4.15858E-03,2.00000E-03
1000,2.94583E+08,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,1.07072E-02,1.00000E-03
2500,9.31049E+08,contents,Canada,East,Nova Scotia / Nouvelle-Écosse,3.38409E-02,4.00000E-04
5,1.07734E+03,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,8.92986E-09,2.00000E-01
10,5.76445E+04,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.77805E-07,1.00000E-01
25,9.69318E+05,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,8.03451E-06,4.00000E-02
50,4.58925E+06,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.80395E-05,2.00000E-02
100,2.48033E+07,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.05590E-04,1.00000E-02
250,1.49607E+08,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.24007E-03,4.00000E-03
500,5.13823E+08,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.25899E-03,2.00000E-03
1000,1.30550E+09,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.08210E-02,1.00000E-03
2500,4.12843E+09,nonstructural,Canada,East,Nova Scotia / Nouvelle-Écosse,3.42198E-02,4.00000E-04
25,7.82851E-06,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,8.46288E-12,4.00000E-02
50,2.02138E-03,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,2.18518E-09,2.00000E-02
100,7.41270E-02,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,8.01338E-08,1.00000E-02
250,2.09827E+00,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,2.26830E-06,4.00000E-03
500,1.40585E+01,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,1.51978E-05,2.00000E-03
1000,5.11230E+01,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,5.52657E-05,1.00000E-03
2500,2.11535E+02,occupants,Canada,East,Nova Scotia / Nouvelle-Écosse,2.28677E-04,4.00000E-04
5,7.57513E+04,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.78373E-06,2.00000E-01
10,2.50513E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,5.89887E-05,1.00000E-01
25,1.84238E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.33827E-04,4.00000E-02
50,4.74670E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.11771E-03,2.00000E-02
100,1.07753E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.53726E-03,1.00000E-02
250,2.50006E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,5.88691E-03,4.00000E-03
500,5.12639E+08,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.20712E-02,2.00000E-03
